index,trans_date_trans_time,cc_num,merchant,category,amt,first,last,gender,street,city,state,zip,lat,long,city_pop,job,dob,trans_num,unix_time,merch_lat,merch_long,is_fraud,
315,1/1/2019 4:06,3.57758E+15,"fraud_Towne, Walker and Borer",4,68.07,Debbie,Hughes,F,0182 Owens Burgs Suite 480,Diamond,OH,44412,41.0935,-81.0425,2644,"Engineer, biomedical",8/25/1983,392a731a988d53f172c88b6789cf5099,1325390805,41.364657,-81.988798,0,0.238228475
475091,7/28/2019 2:53,6.50131E+15,fraud_Christiansen-Gusikowski,10,7.13,Carrie,Lewis,F,28925 Powell Mountains Apt. 762,Pecos,TX,79772,31.4467,-103.5791,12747,"Merchandiser, retail",5/5/1987,f9ff59518a19c7ddde97b744419c322f,1343444030,31.200777,-103.732915,1,0.263485727
5241,1/4/2019 10:07,3.56541E+15,fraud_Hermann-Gaylord,10,9.5,Ryan,Arnold,M,2056 Michael Wells Apt. 348,Prairie Creek,IN,47869,39.4336,-87.4101,137,Materials engineer,3/12/1967,827c8c89764d69ac4dfd7111f9a7e263,1325671677,38.793445,-87.731466,0,0.093202705
5734,1/4/2019 17:33,2.25492E+15,"fraud_Watsica, Haag and Considine",13,3.93,Margaret,Gibson,F,382 Williams Stream Suite 197,Scotland,MD,20687,38.0828,-76.3477,313,Insurance underwriter,3/26/1976,74b0a0a62085af896f237d377ef8bbea,1325698383,38.862511,-75.96467,0,0.324111499
599,1/1/2019 7:49,3.5983E+15,fraud_Jaskolski-Dibbert,4,30.93,Vincent,Flowers,M,0189 Emily Prairie,Wichita,KS,67232,37.6395,-97.1714,409656,Heritage manager,12/27/1985,423115c3906513a92a69a9d6f55156ae,1325404158,38.37696,-96.548617,0,0.523131961
977054,2/1/2020 0:01,4.99E+12,fraud_Friesen-D'Amore,3,18.5,William,Thompson,M,977 Rita Grove Apt. 000,Rock Tavern,NY,12575,41.4575,-74.1659,2258,Building surveyor,3/17/1937,3dd3d396faa855aee6f1c6c2e346d80d,1359676904,41.186655,-74.53437,1,0.909077649
16,1/1/2019 0:10,6.01186E+15,fraud_Lebsack and Sons,9,327,Lisa,Mendez,F,44259 Beth Station Suite 215,Lahoma,OK,73754,36.385,-98.0727,1078,"Programme researcher, broadcasting/film/video",7/6/1952,991c04803b4d4eeab30d6245a872e3d3,1325376649,36.384092,-99.048472,0,0.963039139
19683,1/12/2019 23:32,2.34825E+15,fraud_Bednar Group,9,696.76,Justin,Gay,M,268 Hayes Rue Suite 811,Harborcreek,PA,16421,42.1767,-79.9416,2518,Event organiser,2/2/1946,fdd8b84c162fe829a66a349d2715b188,1326411145,42.280156,-79.500383,1,0.880385639
715154,11/1/2019 23:05,4.13446E+15,"fraud_Heathcote, Yost and Kertzmann",12,1062.84,Lawrence,Ellis,M,1471 Alicia Flat Apt. 993,Springfield Gardens,NY,11413,40.6645,-73.7559,38912,Production manager,11/7/1961,4bd67e559e4922b913911f034b5f982b,1351811106,39.763327,-73.264469,1,0.414248035
63,1/1/2019 0:44,2.72043E+15,"fraud_Eichmann, Bogan and Rodriguez",3,62.54,Mark,Wood,M,854 Walker Dale Suite 488,Bowdoin,ME,4287,44.0575,-69.9656,3224,"Engineer, electronics",8/22/1997,2eb55ba0572d67a64baaa8c463878d8c,1325378683,43.585423,-70.449359,0,0.05863041
910,1/1/2019 11:29,2.13E+14,fraud_Prohaska-Murray,3,66.16,Adam,Santos,M,725 Jo Trace Apt. 102,Glendale,CA,91206,34.1556,-118.2322,172817,Advertising account planner,7/30/1982,46516eaf549beddb1e19c1f4e8b5a35d,1325417386,34.917214,-117.798289,0,0.205651977
2425,1/2/2019 0:23,2.25623E+15,fraud_Thiel PLC,10,10.51,Christopher,Grimes,M,39631 Dunn Radial,Grantham,NH,3753,43.5103,-72.1334,2971,Charity fundraiser,4/11/1948,56f08a3f3a9d4f88a23b9c606ae1fd47,1325463824,42.59785,-72.230074,0,0.286901231
301520,5/26/2019 23:39,3.71E+14,fraud_Gottlieb-Hansen,11,24.76,Stacy,Lambert,F,85430 Julie Trafficway Suite 792,Mulberry Grove,IL,62262,38.9311,-89.2463,1810,Race relations officer,12/24/1974,793b7e8ff9e7c027fbff3a5f12a77a37,1338075548,39.008056,-89.951194,1,0.175478931
4537,1/3/2019 20:33,3.50E+14,"fraud_Turcotte, McKenzie and Koss",1,75.2,Xavier,Beltran,M,61107 Edwards Dam Apt. 463,Big Creek,KY,40914,37.1046,-83.5706,467,"Psychologist, forensic",6/4/1984,9c54a17e73a1c22dda123a467d5d97f6,1325622839,37.925546,-84.178736,0,0.333243577
1024868,3/1/2020 0:23,4.18183E+18,fraud_Miller-Hauck,5,321.73,Jessica,Potter,F,7600 Stephen Course Suite 031,Red River,NM,87558,36.6659,-105.4694,606,"Surveyor, land/geomatics",9/6/1988,d71647eadfe3ba74a1b9c4f9f0204894,1362097432,36.671428,-105.248443,1,0.445425513
1854,1/1/2019 19:18,4.71574E+18,fraud_Prosacco LLC,11,49.53,Robert,Drake,M,463 Willie Estates,Burbank,OK,74633,36.6966,-96.7869,471,Sub,3/30/1941,d887e15bf29eaeed2e1f940e97378d36,1325445522,36.199694,-97.040839,0,0.153741362
1990,1/1/2019 20:31,4.01E+15,"fraud_Effertz, Welch and Schowalter",1,36.91,Jennifer,Bishop,F,589 Matthew Brooks,Houston,TX,77026,29.7972,-95.3288,2906700,Animator,8/24/1983,1e34533bd8b26a579902f1189c8ad74f,1325449901,28.92437,-94.826336,0,0.89638387
5644,1/4/2019 16:22,4.29274E+18,fraud_Keeling-Crist,10,47.33,Michael,Williams,M,35822 Clayton Street Apt. 679,Great Mills,MD,20634,38.2674,-76.4954,5927,Art therapist,6/9/1973,48a134f1df8353af3e97ff82709bfce7,1325694129,37.315901,-76.145737,0,0.781103805
987732,2/7/2020 2:45,3.5983E+15,fraud_Block-Parisian,9,785.08,Vincent,Flowers,M,0189 Emily Prairie,Wichita,KS,67232,37.6395,-97.1714,409656,Heritage manager,12/27/1985,982e2164bd16b2870d1ea1d288258060,1360205128,37.473659,-97.859658,1,0.330394971
657411,10/6/2019 23:27,3.54086E+15,fraud_Wilkinson LLC,11,50.87,Nancy,Roach,F,376 Brown Courts,Yellowstone National Park,WY,82190,44.7957,-110.6137,369,Materials engineer,11/16/1941,c5a5dd802b6a0081c6c2a415341bd9b9,1349566035,44.220609,-111.080149,1,0.110549174
520,1/1/2019 6:50,6.76E+11,fraud_Cole PLC,5,95.02,Jessica,Werner,F,4529 Cannon Alley,Center Point,WV,26339,39.4125,-80.6352,255,Chief Executive Officer,12/10/1971,218ca367de0829db1d5b02dd5b2ec397,1325400659,39.170121,-79.986741,0,0.4205493
31588,1/19/2019 23:14,3.54155E+15,fraud_Cole PLC,5,311.41,Brianna,Wilson,F,257 Victor Stravenue,Hampton,VA,23666,37.0462,-76.4096,136895,Accounting technician,9/19/1939,b039bf67efad20b0b0b03e90768eb32c,1327014844,37.606008,-77.221365,1,0.967183774
522135,8/12/2019 22:35,4.5551E+15,fraud_Auer-West,12,962.98,Chris,Daniel,M,025 White Fork Apt. 633,Rock Glen,PA,18246,40.954,-76.1747,143,Health and safety adviser,2/19/1982,553a88944a11aa292663a0f1b99d28b0,1344810938,40.880002,-76.594472,1,0.189546432
478,1/1/2019 6:19,6.50131E+15,fraud_Marks Inc,3,75.42,Carrie,Lewis,F,28925 Powell Mountains Apt. 762,Pecos,TX,79772,31.4467,-103.5791,12747,"Merchandiser, retail",5/5/1987,eb6d76df190f74112bf7f013e5c0ceec,1325398789,31.153295,-104.021759,0,0.295228048
962,1/1/2019 12:12,3.43E+14,fraud_Lynch-Mohr,14,4.54,Kayla,Jones,F,6033 Young Track Suite 804,East Canaan,CT,6024,42.0158,-73.2913,647,Comptroller,9/26/1987,0df6b7ee71893b3d1738a60afab6ccbf,1325419951,41.982312,-73.93881,0,0.698108211
2355,1/1/2019 23:28,4.87378E+15,fraud_Schuppe LLC,1,55.89,Elizabeth,Maxwell,F,194 Goodman Fall Apt. 569,Burlington,WA,98233,48.4786,-122.3345,14871,Public house manager,3/10/1974,eff62774817e0d0a175f979c1c646dc8,1325460509,49.010383,-121.493796,0,0.553230786
692162,10/21/2019 23:12,3.45E+14,fraud_Tromp Group,14,5.1,Brian,Perez,M,78652 Scott Ports,Ashfield,MA,1330,42.5232,-72.811,1506,"Production assistant, radio",4/3/1960,34bb437d98bd43d6bb0b7634e90e4c99,1350861165,41.794937,-72.107355,1,0.761830397
4838,1/4/2019 1:45,4.31958E+18,"fraud_Greenholt, O'Hara and Balistreri",12,60.11,Kathleen,Nash,F,010 Salazar Walk,Cromona,KY,41810,37.1788,-82.695,502,Chief Financial Officer,2/1/1960,6c203931843259a4c146aa8dddef8e0c,1325641557,37.527001,-83.63037,0,0.682668744
169938,3/30/2019 22:20,3.53301E+15,fraud_Donnelly LLC,1,487.15,Megan,Bernard,F,128 Nathan Ramp,Barneveld,NY,13304,43.2237,-75.1612,1684,IT trainer,3/1/1994,1f7868cd6804a55747332c1a6c687b2b,1333146026,42.438146,-76.040146,1,0.826641629
2646,1/2/2019 6:23,2.29745E+15,"fraud_Zieme, Bode and Dooley",3,71,Laura,Walker,F,611 Michael Rue,Cisco,IL,61830,39.9972,-88.6962,478,Landscape architect,1/13/1960,2cd3685ea19cc381b25f3c61b120a31b,1325485397,40.738169,-89.457171,0,0.093721167
945394,1/12/2020 23:30,2.13E+14,"fraud_Ferry, Lynch and Kautzer",9,852.03,Melanie,Jimenez,F,77944 Daniels Valley Suite 921,Camden,NY,13316,43.3392,-75.7543,6460,Building control surveyor,9/27/1959,4562c4edc1abaf6313f3ae3b61effece,1358033458,43.655511,-75.683609,1,0.442022985
686,1/1/2019 8:58,4.48826E+18,fraud_Smith-Stokes,10,16.81,Jessica,Shaw,F,5745 Blair Locks,West Columbia,SC,29170,33.9568,-81.1405,52126,Chemical engineer,8/23/2029,94a29ea3cd32348c40fc92c61c1b5cbf,1325408330,34.706508,-81.342384,0,0.806768728
603612,9/13/2019 22:44,3.52449E+15,fraud_Maggio-Fahey,10,7.84,Dennis,Jones,M,671 Cynthia Key Suite 155,Glendale,CA,91206,34.1556,-118.2322,172817,"Accountant, chartered",9/30/1941,1dfbe8d6bc8bcf2f7f6b19ba08ed918e,1347576291,33.847169,-119.038331,1,0.728113047
628802,9/23/2019 23:52,2.61053E+15,fraud_Marvin-Lind,11,26.54,Tanya,Dickerson,F,053 Kim Valley Suite 928,Old Hickory,TN,37138,36.2416,-86.6117,22191,Prison officer,7/27/1994,ac6249eec529a19199a423c237489329,1348444357,36.309724,-86.971289,1,0.222416548
2375,1/1/2019 23:39,3.46E+14,fraud_Shields-Wunsch,6,85.06,Carol,Dillon,F,27479 Reeves Dale,Whaleyville,MD,21872,38.4121,-75.2811,718,Regulatory affairs officer,3/19/1985,dbbd7d43afa048d22c77d2f83720b3de,1325461165,38.573394,-75.056649,0,0.037008829
64536,2/7/2019 22:15,3.54461E+15,fraud_Barrows PLC,13,900.39,Carolyn,Thomas,F,755 Solis Isle Suite 075,New Memphis,IL,62266,38.4857,-89.6816,254,Magazine journalist,5/7/1952,8994ffb80d4cf415fac19fb4bbd51d54,1328652913,38.510387,-90.342497,1,0.404185682
5266,1/4/2019 10:38,5.74E+11,"fraud_Harris, Gusikowski and Heaney",4,52.98,Cristian,Jones,M,0423 Kirby Field Suite 623,Wilmette,IL,60091,42.0765,-87.7246,27020,Trade mark attorney,7/23/1986,aa5bdcaff6600830b1437975623f3065,1325673513,42.040474,-88.388772,0,0.704671971
553,1/1/2019 7:13,3.62E+13,fraud_Conroy Ltd,13,6.59,Erik,Stevens,M,84033 Pitts Overpass,Lakeland,FL,33809,28.1762,-81.9591,237282,Plant breeder/geneticist,10/13/1949,40f19c990e060f60d20b8c77fbb710ff,1325402009,28.992813,-82.16615,0,0.063651832
670701,10/13/2019 5:04,3.02E+13,fraud_Erdman-Kertzmann,3,20.02,Michael,Rodriguez,M,172 Paula Inlet Apt. 650,Cross Plains,TX,76443,32.1482,-99.1872,1897,Chief Operating Officer,4/19/1953,4f4bf453a9b875f1f25a60f2a8f325c6,1350104676,31.905553,-99.473214,1,0.932106051
290384,5/23/2019 2:01,4.42608E+18,fraud_Hudson-Ratke,5,280.47,Kyle,James,M,621 Smith Hollow Apt. 738,Topeka,KS,66616,39.0645,-95.6413,163415,Clinical cytogeneticist,6/25/1975,fea8ba39a862f040076df048f23339d0,1337738497,39.558807,-95.672336,1,0.842130038
2064,1/1/2019 21:06,3.5492E+15,fraud_Streich Ltd,7,48.81,Larry,Williams,M,6274 David Oval Suite 725,Scarborough,ME,4074,43.5835,-70.3457,18760,Make,4/2/1933,c6d29befd2321af0ac1950496d006986,1325452005,42.803055,-70.392513,0,0.110738126
52685,2/1/2019 3:07,4.73431E+15,fraud_Doyle Ltd,5,259.96,Mark,Pennington,M,4940 Donald Throughway Apt. 219,Vacaville,CA,95688,38.3847,-121.9887,99475,Clinical cytogeneticist,6/25/1970,b0c33671ee92dd390ae56d76ecbea2f9,1328065662,38.608995,-121.863386,1,0.11737198
5170,1/4/2019 8:58,4.2662E+15,fraud_Marks Inc,3,60.61,Joshua,Bryant,M,5452 Patricia Inlet Apt. 280,Nelson,NE,68961,40.201,-98.0684,732,Television/film/video producer,12/13/1956,817ffc9b054d71c0ae3a78d2d0536355,1325667512,41.058698,-98.005209,0,0.348746168
432649,7/13/2019 3:46,5.02E+11,fraud_Padberg-Welch,5,273.91,Angelica,Lopez,F,9599 Washington Field Suite 238,New York City,NY,10018,40.7547,-73.9925,1577385,Dancer,2/15/1949,0b46162c2d27c2cf9b1cba9ba7f4d67b,1342151176,39.919048,-73.215262,1,0.241818386
12109,1/8/2019 0:03,4.81E+12,fraud_Kuhic Inc,5,311.83,Eric,Patel,M,69459 Rachel Prairie Apt. 850,Ironton,OH,45638,38.5294,-82.6654,21635,Geochemist,7/10/2001,b238b17dd92611ded634764e3bc95af3,1325981012,37.786479,-83.50659,1,0.508173707
5231,1/4/2019 9:56,3.54667E+15,"fraud_Bernier, Volkman and Hoeger",9,61.34,Jordan,May,M,1626 Susan Course,Aledo,TX,76008,32.7004,-97.6039,13602,Optometrist,7/5/1984,d1e1bac7a7035c46d7889c691d23c8fa,1325670991,31.986741,-97.63764,0,0.836455037
3128,1/2/2019 17:00,6.30E+11,"fraud_Douglas, Schneider and Turner",13,5.67,Jennifer,Black,F,2870 Bean Terrace Apt. 756,Thomas,WV,26292,39.1505,-79.503,836,Forensic psychologist,8/29/1981,c3ed2ba1cc33f09222fa571474144d37,1325523618,39.221941,-79.138232,0,0.006750195
1000885,2/15/2020 1:11,3.02E+13,"fraud_Schumm, Bauch and Ondricka",5,267.75,James,Baldwin,M,3603 Mitchell Court,Winfield,WV,25213,38.5072,-81.89,5512,Exhibition designer,3/24/1980,c40834346b22cab40b88999b6f7600db,1360890709,38.666478,-82.456392,1,0.536536295
4053,1/3/2019 12:51,4.74288E+18,fraud_Medhurst Inc,7,221.64,Cassandra,Sanders,F,78117 George Mountains,Paauilo,HI,96776,20.0271,-155.3697,1490,"Scientist, research (maths)",4/13/1991,578b62faa956dfd72630f396c8bebe12,1325595089,20.508301,-154.69076,0,0.059021277
494973,8/4/2019 1:55,2.13E+14,fraud_Lebsack and Sons,9,761,Tara,Campbell,F,05050 Rogers Well Apt. 439,Rock Springs,WY,82901,41.606,-109.23,27971,Music therapist,8/1/1984,470f5e2f62a6bfadd2bd2fb1f18a2b15,1344045318,41.509702,-108.345055,1,0.025762814
990,1/1/2019 12:33,2.22938E+15,fraud_Gaylord-Powlowski,7,83.06,Thomas,Hale,M,949 Smith Parkway,Cazenovia,WI,53924,43.4987,-90.2796,1360,Occupational hygienist,11/6/1984,4f1eed06d0bf56877ac5b21d1ffd39e0,1325421230,43.016205,-90.796644,0,0.384047867
966618,1/25/2020 18:40,5.61E+11,fraud_Boyer PLC,10,48.99,Audrey,Martinez,F,343 Joshua Views,Liberty Mills,IN,46946,41.0356,-85.7358,136,Soil scientist,3/19/1953,72811083d90dd80b374ec22cc7b62aea,1359139259,40.968416,-85.730236,1,0.092886982
135858,3/15/2019 23:48,6.01155E+15,fraud_Fisher Inc,12,973.5,Robert,Long,M,529 Joshua Knoll Apt. 511,Lonetree,WY,82936,41.0552,-110.1603,49,Research scientist (physical sciences),7/5/1981,3edc09c735c8e390c1b264df9ff469fc,1331855311,40.698682,-110.489824,1,0.934528948
5436,1/4/2019 13:31,4.28E+12,"fraud_Lowe, Dietrich and Erdman",8,1.07,Lisa,Hendrix,F,35737 Kirby Fall Suite 409,Vanderbilt,PA,15486,40.0246,-79.6955,2303,Physiotherapist,8/16/1987,dc4386d2ca6021f5c9ae23e236681715,1325683888,40.982257,-80.443975,0,0.810734152
129015,3/11/2019 23:46,3.56788E+15,fraud_Kessler Group,14,5.69,Tanya,Williams,F,566 Megan Well,Brownville,NY,13615,44.0577,-76.0196,1271,"Producer, radio",8/14/1958,f0778a874ff211bf085ccac3c9d94346,1331509604,45.028196,-76.073851,1,0.96308652
744996,11/15/2019 1:01,3.54216E+15,fraud_Harris Inc,3,20.15,Bradley,Anderson,M,3896 Gilmore Mill,Emmons,MN,56029,43.5089,-93.4824,744,Communications engineer,1/28/1968,89d09fc47640b50e496d4c7136c5a9b6,1352941278,43.090572,-92.817457,1,0.740810144
551874,8/24/2019 10:47,4.93998E+15,fraud_Goyette Inc,12,1101.16,Michelle,Johnston,F,3531 Hamilton Highway,Roma,TX,78584,26.4215,-99.0025,18128,IT trainer,11/7/1990,d7256552cfb0189790a98ba4a0e3943f,1345805242,26.734875,-99.753218,1,0.905145603
157847,3/25/2019 3:11,3.72E+14,fraud_Stracke-Lemke,5,297.29,Debra,Becker,F,384 Jonathan Hills,Iselin,NJ,8830,40.5716,-74.3167,18459,Emergency planning/management officer,3/19/2029,00a135f9b9d069d7bd2b45d2c9fa097c,1332645091,40.265875,-74.640451,1,0.681434192
417458,7/7/2019 12:44,3.42E+14,"fraud_Little, Gutmann and Lynch",12,1171.78,Gabriella,Jordan,F,1299 Joshua Plains,Howes Cave,NY,12092,42.7045,-74.3648,1304,Jewellery designer,6/9/1970,f9d6081d5ede0381b551abc0f62ff0c4,1341665053,43.350567,-73.679314,1,0.008850506
2410,1/1/2019 23:57,3.01E+13,"fraud_Lang, Towne and Schuppe",8,29.79,Jared,Velazquez,M,01479 Murray Circle,Matawan,NJ,7747,40.4109,-74.238,30770,Drilling engineer,4/29/1993,df32d3f3a1160d23974a145cbab1fee8,1325462248,39.861819,-73.834117,0,0.648426221
873346,12/21/2019 2:27,4.16E+12,"fraud_Kuhic, Bins and Pfeffer",12,866.74,Alicia,Miller,F,976 Hubbard Lodge,Randolph,MN,55065,44.5274,-93.0196,1201,Barrister,12/27/1979,55230eb5cce1ff0ee63363b58d778102,1356056831,44.441163,-93.70994,1,0.586659223
95918,2/26/2019 1:07,4.79E+12,fraud_Corwin-Collins,3,13.49,Kristin,Williams,F,36366 Smith Road,Miamisburg,OH,45342,39.6321,-84.2675,36784,"Investment banker, corporate",7/31/1941,cfbfb13166a5570d6aadc0d0eca7e253,1330218429,40.281587,-84.786189,1,0.228611577
1952,1/1/2019 20:05,4.34253E+15,"fraud_Douglas, Schneider and Turner",13,5.2,Kevin,Elliott,M,1852 Vincent Isle Suite 328,Newark Valley,NY,13811,42.2281,-76.1625,4354,Further education lecturer,2/16/1994,fe4d2bd74e0e61723ea227ec409b7b62,1325448332,42.685252,-77.086575,0,0.809115586
924848,12/31/2019 23:59,2.13E+14,fraud_Boyer-Reichert,12,1203.86,James,Yoder,M,83359 Lopez Point,Clune,PA,15727,40.5503,-79.3237,168,Race relations officer,10/4/1978,7dd9c72c87b56c015c4488126cf10fec,1356998363,40.411217,-78.851522,1,0.184197914
2759,1/2/2019 9:36,6.39E+11,fraud_Corwin-Collins,3,62.41,Stephen,Lopez,M,696 Matthew Ford Suite 157,Olmsted,IL,62970,37.1935,-89.0933,639,Mechanical engineer,8/1/1982,09a3289ea70fd19cfa5efe34f6838ff5,1325496962,37.387337,-88.852311,0,0.309847825
3155,1/2/2019 17:36,6.30E+11,fraud_Sawayn PLC,13,9.89,Stephanie,Gill,F,43039 Riley Greens Suite 393,Orient,WA,99160,48.8878,-118.2105,149,Special educational needs teacher,6/21/1978,2aa92f5a3292bdf35ff17b25f1a9fe28,1325525776,49.111659,-118.338733,0,0.649567976
93565,2/25/2019 1:04,4.59E+12,fraud_Kunze Inc,5,300.27,Chelsea,Silva,F,5205 Annette Islands Apt. 043,Hubbell,NE,68375,40.0456,-97.4735,121,Set designer,4/4/1996,c61ceef3958f2c40287b16333546c3bf,1330131885,39.413321,-98.075579,1,0.510662226
5392,1/4/2019 12:54,4.90E+12,fraud_Fritsch and Sons,6,14.58,Michael,Johnson,M,094 Owens Underpass,Norwalk,CA,90650,33.9056,-118.0818,105549,Firefighter,9/22/1973,53b53ea33c1ce034928d09dacbcba72d,1325681656,33.553751,-118.891364,0,0.561013556
5938,1/4/2019 20:04,2.23561E+15,fraud_Boyer PLC,12,2.45,Melissa,Mcclure,F,2027 Snyder Track,Manville,WY,82227,42.73,-104.7024,241,Educational psychologist,12/16/1980,69fad55b2f97948f2a7912bb201cb41d,1325707470,43.189008,-103.817516,0,0.43017957
1302,1/1/2019 15:03,3.52754E+15,fraud_McKenzie-Huels,2,348.97,Teresa,Stein,F,2838 White Fields Apt. 473,Brunson,SC,29911,32.9413,-81.1807,1725,Social researcher,12/5/1974,aedfc9c4092ff4dee1ea11736a12e672,1325430189,32.246957,-81.426314,0,0.374563626
19,1/1/2019 0:12,4.95683E+18,"fraud_Schultz, Simonis and Little",5,44.71,Kenneth,Robinson,M,269 Sanchez Rapids,Elizabeth,NJ,7208,40.6747,-74.2239,124967,Operational researcher,12/21/1980,09eff9c806365e2a6be12c1bbab3d70e,1325376754,40.079588,-74.848087,0,0.650227793
3347,1/2/2019 21:01,4.82666E+15,"fraud_McCullough, Hudson and Schuster",2,26.17,Tami,Forbes,F,5204 Robinson Plaza Suite 897,Barnstable,MA,2630,41.6983,-70.3001,1850,Counselling psychologist,12/29/1963,849b1a21188952de3c1714d04b48f9ec,1325538104,42.279738,-71.146452,0,0.11912549
595,1/1/2019 7:47,4.59929E+15,fraud_Mraz-Herzog,3,69.05,Mary,Williams,F,00315 Ashley Valleys,Burrton,KS,67020,38.0261,-97.6666,1689,Gaffer,11/18/1997,fe0d43e24cce220564395cdd5c7d254d,1325404042,38.827156,-98.085562,0,0.224700339
963959,1/24/2020 6:24,4.93586E+15,fraud_Runolfsson and Sons,4,10.95,Lance,Wagner,M,6003 Brady Shoal Apt. 449,Irwinton,GA,31042,32.8088,-83.174,1841,Film/video editor,6/1/1975,e020bf12ce470583138d0651edbd883d,1359008666,32.705797,-83.352738,1,0.667791332
631821,9/25/2019 23:03,4.83962E+15,"fraud_Ferry, Lynch and Kautzer",9,711.32,Phillip,Robertson,M,85344 Smith Gateway Apt. 280,Harrodsburg,IN,47434,39.013,-86.5457,76,Social researcher,5/6/1955,382772d1b703f3a506d43a3f7ac2239d,1348614220,39.973076,-87.11007,1,0.26223915
3737,1/3/2019 5:05,6.30E+11,fraud_Berge LLC,3,94.71,Rachel,Daniels,F,561 Little Plain Apt. 738,Wetmore,MI,49895,46.3535,-86.6345,765,Immunologist,6/12/1972,d07e0e720ad082438d0b83afdbaba082,1325567133,45.476438,-85.798436,0,0.097333509
4280,1/3/2019 16:10,3.02E+13,fraud_Leffler-Goldner,11,15.55,Danielle,Walker,F,9824 Mitchell Run,Powell Butte,OR,97753,44.2415,-121.0113,2016,Local government officer,12/25/1953,04896e42485b2c18b26ba64ead193e5e,1325607000,43.453846,-121.323766,0,0.534481143
53688,2/1/2019 19:48,4.69E+12,fraud_Lubowitz-Walter,8,21.23,Sarah,Cross,F,273 Phillip Throughway,Bigelow,MN,56117,43.5336,-95.6515,399,Economist,4/28/1977,eb654f869461ce7bd1ab0d86c03b1853,1328125726,43.894541,-95.233774,1,0.824903631
4895,1/4/2019 3:02,2.13E+14,fraud_Hudson-Grady,13,126.41,James,Yoder,M,83359 Lopez Point,Clune,PA,15727,40.5503,-79.3237,168,Race relations officer,10/4/1978,c445f896de34b0bc30b0086f0345a32d,1325646136,40.417433,-79.053497,0,0.448684842
652,1/1/2019 8:32,4.537E+18,fraud_Morar Inc,4,41.51,Nathan,Mendoza,M,767 Adam Mill Apt. 115,Espanola,NM,87533,35.9866,-106.0654,18408,Historic buildings inspector/conservation officer,7/18/1972,3544f27c0e2a41376767ef363ed6a445,1325406754,36.361596,-107.003424,0,0.620068288
2702,1/2/2019 7:58,3.72E+14,fraud_Bogisich Inc,5,133.96,Rick,Martinez,M,062 Poole Hollow Apt. 815,Deadwood,SD,57732,44.3566,-103.6999,1979,Multimedia programmer,3/13/1970,50566cd864e07e10f112ec81e54eef69,1325491130,45.180965,-103.791313,0,0.281885018
445,1/1/2019 5:52,2.24874E+15,fraud_Gerlach Inc,12,321.15,Jacob,Weber,M,29156 Mark Park Apt. 108,Utica,KS,67584,38.6411,-100.138,269,Product/process development scientist,11/11/1962,c4e2a3682bb5b5022d6dad8f0a536666,1325397171,38.605741,-99.447528,0,0.607163252
1086,1/1/2019 13:25,3.52055E+15,fraud_Botsford PLC,7,30.29,Micheal,Walters,M,15315 Vaughn Park Suite 356,Hovland,MN,55606,47.8342,-90.0476,272,Freight forwarder,7/5/2001,92d0c4c28e76c15ac69d1702620db6ba,1325424336,48.328348,-90.812565,0,0.174633454
411829,7/5/2019 20:04,6.01168E+15,fraud_Leffler-Goldner,11,20.86,Jennifer,Gonzalez,F,5517 Stacy Land,Jelm,WY,82063,41.0539,-106.0763,100,Public librarian,4/16/1974,f47eb435c12df2eb1b0847508b57d78b,1341518655,40.672427,-106.124137,1,0.811001996
57122,2/3/2019 20:26,3.78E+14,fraud_Boyer-Reichert,12,970.33,Jacob,Snow,M,93121 Zavala Extensions,Madisonville,LA,70447,30.4287,-90.1773,10150,Commercial horticulturist,7/25/1943,69de51ce47030abc44719b081dca8820,1328300775,29.760972,-91.008581,1,0.952846784
4943,1/4/2019 3:54,4.96E+12,fraud_Prohaska-Murray,3,63.37,Alan,Parsons,M,0547 Russell Ford Suite 574,Kirk,CO,80824,39.6171,-102.4776,207,Network engineer,12/4/1955,68bd6878aa1c43d6a7f724944119b066,1325649298,40.500091,-101.54874,0,0.41858392
1893,1/1/2019 19:37,4.837E+15,fraud_Morissette PLC,13,8.31,Susan,Hardy,F,516 Brown Parks,Manistique,MI,49854,46.0062,-86.2555,6469,Trade mark attorney,4/12/1979,ce4b5380d401cb7ef7985264f284384e,1325446629,46.872663,-86.224573,0,0.968837154
122,1/1/2019 1:32,3.03E+13,"fraud_Herman, Treutel and Dickens",9,3.66,Lisa,Lin,F,908 Brooks Brook,Lomax,IL,61454,40.6761,-91.0391,725,Environmental consultant,11/28/1972,895bfdf48e8c52d12f11b180712438fa,1325381548,40.7433,-90.088705,0,0.679991481
